user_id,send_count,receive_count,degree_diff,status
425835,1.0,0.0,1.0,0.0
425888,1.0,0.0,1.0,0.0
425911,1.0,0.0,1.0,0.0
426354,1.0,0.0,1.0,0.0
427043,1.0,1.0,0.0,0.0
427277,0.0,2.0,-2.0,0.0
427313,3.0,0.0,3.0,
427369,1.0,0.0,1.0,0.0
427618,1.0,0.0,1.0,
427690,2.0,0.0,2.0,0.0
427749,1.0,1.0,0.0,0.0
427961,1.0,1.0,0.0,0.0
427962,1.0,0.0,1.0,
428106,1.0,0.0,1.0,
428153,1.0,0.0,1.0,0.0
428242,0.0,1.0,-1.0,
428286,1.0,0.0,1.0,0.0
428304,1.0,0.0,1.0,0.0
428409,1.0,0.0,1.0,0.0
428572,1.0,2.0,-1.0,0.0
428667,1.0,1.0,0.0,
428853,0.0,1.0,-1.0,0.0
428867,1.0,0.0,1.0,0.0
428940,1.0,0.0,1.0,
429189,0.0,1.0,-1.0,0.0
429192,1.0,2.0,-1.0,0.0
429367,0.0,1.0,-1.0,0.0
429431,1.0,2.0,-1.0,0.0
429514,1.0,0.0,1.0,0.0
429540,0.0,1.0,-1.0,0.0
429647,0.0,1.0,-1.0,0.0
429837,1.0,2.0,-1.0,0.0
429863,0.0,1.0,-1.0,0.0
429960,1.0,0.0,1.0,0.0
429961,1.0,0.0,1.0,0.0
430051,1.0,0.0,1.0,0.0
430126,0.0,1.0,-1.0,
430179,2.0,4.0,-2.0,
430478,1.0,5.0,-4.0,0.0
430552,4.0,7.0,-3.0,0.0
430612,0.0,2.0,-2.0,0.0
430736,5.0,0.0,5.0,0.0
430892,0.0,1.0,-1.0,0.0
431068,0.0,9.0,-9.0,0.0
431073,0.0,1.0,-1.0,0.0
431246,1.0,0.0,1.0,0.0
431341,0.0,1.0,-1.0,0.0
431355,1.0,0.0,1.0,0.0
431413,0.0,1.0,-1.0,0.0
431511,0.0,1.0,-1.0,
431612,1.0,0.0,1.0,
432037,0.0,1.0,-1.0,1.0
432052,1.0,2.0,-1.0,0.0
432071,0.0,1.0,-1.0,0.0
432197,2.0,0.0,2.0,0.0
432298,1.0,0.0,1.0,0.0
432354,0.0,2.0,-2.0,0.0
432455,0.0,1.0,-1.0,
432462,1.0,0.0,1.0,0.0
432518,0.0,1.0,-1.0,0.0
432565,0.0,2.0,-2.0,0.0
432655,0.0,2.0,-2.0,0.0
432919,0.0,1.0,-1.0,
432984,1.0,0.0,1.0,0.0
432992,3.0,0.0,3.0,0.0
433075,1.0,0.0,1.0,0.0
433083,2.0,2.0,0.0,
433387,0.0,1.0,-1.0,0.0
433416,1.0,0.0,1.0,0.0
433541,1.0,0.0,1.0,0.0
433633,1.0,0.0,1.0,
433634,1.0,0.0,1.0,
433706,1.0,0.0,1.0,0.0
434152,1.0,0.0,1.0,
434300,2.0,3.0,-1.0,1.0
434424,1.0,0.0,1.0,0.0
434602,2.0,0.0,2.0,0.0
434638,0.0,1.0,-1.0,
434640,1.0,0.0,1.0,0.0
434751,0.0,2.0,-2.0,
434756,33.0,4.0,29.0,0.0
435250,0.0,1.0,-1.0,0.0
435528,1.0,0.0,1.0,0.0
435591,0.0,2.0,-2.0,0.0
435765,0.0,1.0,-1.0,
435825,1.0,0.0,1.0,0.0
436205,0.0,1.0,-1.0,0.0
436236,0.0,1.0,-1.0,0.0
436576,1.0,0.0,1.0,0.0
436656,0.0,2.0,-2.0,0.0
436806,1.0,1.0,0.0,0.0
436836,1.0,0.0,1.0,0.0
437027,1.0,0.0,1.0,0.0
437216,2.0,0.0,2.0,
437362,1.0,0.0,1.0,0.0
437546,0.0,1.0,-1.0,0.0
437647,0.0,1.0,-1.0,0.0
437829,0.0,1.0,-1.0,0.0
437849,1.0,0.0,1.0,0.0
437998,0.0,2.0,-2.0,0.0
438259,0.0,1.0,-1.0,0.0
438664,1.0,0.0,1.0,
438896,1.0,0.0,1.0,0.0
439272,1.0,0.0,1.0,0.0
439385,1.0,0.0,1.0,0.0
439430,1.0,1.0,0.0,0.0
439456,1.0,0.0,1.0,0.0
439489,1.0,0.0,1.0,0.0
439528,3.0,0.0,3.0,0.0
439538,1.0,0.0,1.0,
439543,0.0,1.0,-1.0,0.0
439632,1.0,0.0,1.0,0.0
439784,1.0,0.0,1.0,0.0
439792,1.0,0.0,1.0,0.0
439793,1.0,0.0,1.0,0.0
439831,0.0,1.0,-1.0,0.0
439850,1.0,1.0,0.0,0.0
439958,0.0,1.0,-1.0,0.0
440055,0.0,1.0,-1.0,0.0
440708,0.0,1.0,-1.0,0.0
440717,1.0,0.0,1.0,0.0
440890,0.0,1.0,-1.0,0.0
440985,2.0,1.0,1.0,0.0
441014,1.0,0.0,1.0,0.0
441024,1.0,0.0,1.0,0.0
441287,8.0,1.0,7.0,0.0
441292,1.0,0.0,1.0,1.0
441341,2.0,0.0,2.0,
441398,0.0,2.0,-2.0,0.0
441411,3.0,1.0,2.0,0.0
441499,0.0,1.0,-1.0,
441534,1.0,1.0,0.0,0.0
441666,0.0,1.0,-1.0,
441814,0.0,2.0,-2.0,0.0
442503,0.0,1.0,-1.0,
442510,0.0,1.0,-1.0,0.0
442802,1.0,0.0,1.0,0.0
442808,1.0,0.0,1.0,0.0
442975,0.0,1.0,-1.0,0.0
443192,1.0,0.0,1.0,
443243,1.0,0.0,1.0,0.0
443312,3.0,0.0,3.0,0.0
443324,0.0,1.0,-1.0,0.0
443356,0.0,1.0,-1.0,
443430,0.0,2.0,-2.0,0.0
443526,0.0,1.0,-1.0,0.0
443546,1.0,0.0,1.0,
443764,0.0,2.0,-2.0,
443831,1.0,0.0,1.0,
443963,0.0,1.0,-1.0,0.0
444131,0.0,1.0,-1.0,
444199,0.0,2.0,-2.0,
444257,4.0,0.0,4.0,0.0
444283,0.0,1.0,-1.0,0.0
444294,3.0,3.0,0.0,0.0
444434,3.0,3.0,0.0,0.0
444485,0.0,3.0,-3.0,0.0
444508,2.0,0.0,2.0,0.0
444527,0.0,2.0,-2.0,0.0
444639,0.0,2.0,-2.0,0.0
444784,1.0,0.0,1.0,0.0
444797,2.0,2.0,0.0,0.0
444799,0.0,2.0,-2.0,0.0
444820,1.0,1.0,0.0,
444822,0.0,1.0,-1.0,0.0
444859,0.0,1.0,-1.0,
445034,2.0,0.0,2.0,0.0
445070,2.0,0.0,2.0,0.0
445191,0.0,2.0,-2.0,0.0
445286,2.0,1.0,1.0,0.0
445410,0.0,1.0,-1.0,
445437,1.0,0.0,1.0,0.0
445554,0.0,1.0,-1.0,0.0
445584,1.0,0.0,1.0,0.0
445791,0.0,5.0,-5.0,0.0
445806,0.0,4.0,-4.0,0.0
445866,2.0,0.0,2.0,0.0
445892,0.0,1.0,-1.0,0.0
445930,1.0,1.0,0.0,0.0
445971,0.0,2.0,-2.0,
446012,1.0,1.0,0.0,0.0
446171,1.0,0.0,1.0,0.0
446676,2.0,0.0,2.0,0.0
446693,6.0,1.0,5.0,0.0
446855,0.0,1.0,-1.0,
446861,0.0,1.0,-1.0,
446886,0.0,1.0,-1.0,0.0
447052,1.0,1.0,0.0,
447195,0.0,1.0,-1.0,0.0
447209,2.0,0.0,2.0,
447429,0.0,1.0,-1.0,0.0
447455,0.0,1.0,-1.0,0.0
447474,0.0,1.0,-1.0,0.0
447597,0.0,2.0,-2.0,0.0
447659,1.0,0.0,1.0,0.0
447690,2.0,0.0,2.0,0.0
447695,0.0,1.0,-1.0,0.0
447838,0.0,1.0,-1.0,0.0
447908,2.0,1.0,1.0,0.0
447934,0.0,1.0,-1.0,0.0
447982,0.0,1.0,-1.0,0.0
448146,1.0,0.0,1.0,
448249,1.0,0.0,1.0,
448250,0.0,1.0,-1.0,0.0
448254,0.0,1.0,-1.0,0.0
448285,0.0,1.0,-1.0,0.0
448658,1.0,0.0,1.0,0.0
448712,1.0,0.0,1.0,0.0
448822,0.0,1.0,-1.0,0.0
448856,2.0,0.0,2.0,0.0
448859,0.0,1.0,-1.0,0.0
448861,0.0,1.0,-1.0,0.0
448865,2.0,1.0,1.0,0.0
449070,0.0,2.0,-2.0,0.0
449076,1.0,1.0,0.0,1.0
449134,2.0,1.0,1.0,
449186,2.0,0.0,2.0,0.0
449294,0.0,1.0,-1.0,0.0
449410,8.0,0.0,8.0,1.0
449537,1.0,0.0,1.0,0.0
449606,0.0,1.0,-1.0,0.0
449636,1.0,0.0,1.0,0.0
449640,1.0,0.0,1.0,0.0
449644,1.0,0.0,1.0,0.0
449726,0.0,1.0,-1.0,
449728,1.0,0.0,1.0,
449786,1.0,0.0,1.0,
449789,0.0,1.0,-1.0,0.0
449811,1.0,0.0,1.0,
449897,1.0,0.0,1.0,0.0
449932,1.0,1.0,0.0,
449991,0.0,1.0,-1.0,0.0
450014,0.0,1.0,-1.0,0.0
450032,1.0,0.0,1.0,0.0
450036,0.0,1.0,-1.0,0.0
450071,0.0,1.0,-1.0,0.0
450077,0.0,1.0,-1.0,
450087,0.0,1.0,-1.0,0.0
450211,1.0,0.0,1.0,0.0
450253,1.0,2.0,-1.0,
450283,1.0,0.0,1.0,
450313,2.0,0.0,2.0,0.0
450341,0.0,1.0,-1.0,0.0
450363,0.0,1.0,-1.0,
450531,0.0,1.0,-1.0,0.0
450564,1.0,0.0,1.0,0.0
450580,0.0,1.0,-1.0,0.0
450583,0.0,1.0,-1.0,0.0
450601,1.0,0.0,1.0,
450830,0.0,1.0,-1.0,
450997,0.0,2.0,-2.0,0.0
451001,1.0,0.0,1.0,0.0
451043,0.0,1.0,-1.0,0.0
451091,1.0,0.0,1.0,0.0
451126,0.0,1.0,-1.0,0.0
451742,0.0,1.0,-1.0,
451759,0.0,1.0,-1.0,0.0
451824,1.0,0.0,1.0,
451895,0.0,2.0,-2.0,0.0
452006,1.0,0.0,1.0,0.0
452195,2.0,0.0,2.0,0.0
452224,1.0,0.0,1.0,0.0
452276,1.0,0.0,1.0,
452304,1.0,0.0,1.0,0.0
452374,0.0,1.0,-1.0,
452468,1.0,0.0,1.0,0.0
452592,3.0,0.0,3.0,0.0
452614,0.0,1.0,-1.0,0.0
452687,0.0,2.0,-2.0,0.0
452925,0.0,1.0,-1.0,0.0
452991,0.0,5.0,-5.0,0.0
453003,0.0,1.0,-1.0,0.0
453162,1.0,0.0,1.0,0.0
453246,0.0,1.0,-1.0,0.0
453275,2.0,0.0,2.0,
453475,0.0,1.0,-1.0,0.0
453699,1.0,0.0,1.0,0.0
453780,0.0,1.0,-1.0,0.0
453982,0.0,2.0,-2.0,0.0
454013,0.0,2.0,-2.0,0.0
454681,1.0,0.0,1.0,0.0
454802,2.0,0.0,2.0,0.0
454824,2.0,0.0,2.0,
454998,0.0,1.0,-1.0,0.0
455538,1.0,0.0,1.0,
455700,0.0,1.0,-1.0,0.0
455712,0.0,1.0,-1.0,
455721,1.0,0.0,1.0,0.0
455906,1.0,0.0,1.0,0.0
456289,1.0,0.0,1.0,0.0
456351,0.0,2.0,-2.0,0.0
456530,1.0,0.0,1.0,0.0
456708,0.0,1.0,-1.0,0.0
457190,0.0,1.0,-1.0,0.0
457323,0.0,1.0,-1.0,0.0
457337,1.0,0.0,1.0,0.0
458009,1.0,0.0,1.0,
458311,0.0,4.0,-4.0,0.0
458315,1.0,0.0,1.0,0.0
458419,0.0,1.0,-1.0,0.0
458732,1.0,2.0,-1.0,0.0
458883,1.0,0.0,1.0,0.0
459324,1.0,0.0,1.0,0.0
459429,0.0,1.0,-1.0,0.0
459773,0.0,10.0,-10.0,1.0
459865,1.0,0.0,1.0,
459897,1.0,0.0,1.0,0.0
459992,1.0,0.0,1.0,0.0
460050,0.0,1.0,-1.0,0.0
460258,1.0,0.0,1.0,0.0
460335,0.0,1.0,-1.0,0.0
460403,0.0,1.0,-1.0,0.0
460496,2.0,0.0,2.0,0.0
460517,0.0,1.0,-1.0,0.0
460580,7.0,2.0,5.0,0.0
460667,2.0,0.0,2.0,0.0
460942,0.0,1.0,-1.0,0.0
461179,2.0,0.0,2.0,0.0
461194,0.0,1.0,-1.0,0.0
461321,2.0,0.0,2.0,0.0
461432,2.0,0.0,2.0,
461533,1.0,1.0,0.0,0.0
461661,0.0,1.0,-1.0,0.0
461715,0.0,2.0,-2.0,0.0
461804,0.0,1.0,-1.0,0.0
461805,0.0,2.0,-2.0,0.0
461884,0.0,1.0,-1.0,0.0
461932,1.0,1.0,0.0,1.0
462208,2.0,0.0,2.0,0.0
462264,1.0,3.0,-2.0,0.0
462343,0.0,1.0,-1.0,0.0
462362,2.0,1.0,1.0,0.0
462432,0.0,1.0,-1.0,
462480,1.0,0.0,1.0,0.0
462497,1.0,0.0,1.0,0.0
462518,1.0,1.0,0.0,0.0
462531,1.0,0.0,1.0,0.0
462706,0.0,1.0,-1.0,0.0
462727,0.0,1.0,-1.0,0.0
462778,2.0,0.0,2.0,
462804,2.0,5.0,-3.0,0.0
462850,1.0,0.0,1.0,
462866,1.0,0.0,1.0,0.0
463030,0.0,1.0,-1.0,0.0
463143,0.0,2.0,-2.0,0.0
463343,0.0,2.0,-2.0,0.0
463488,0.0,1.0,-1.0,0.0
463614,0.0,1.0,-1.0,0.0
463637,0.0,8.0,-8.0,0.0
463977,0.0,1.0,-1.0,0.0
463989,0.0,1.0,-1.0,0.0
464022,1.0,0.0,1.0,0.0
464051,0.0,1.0,-1.0,0.0
464118,0.0,2.0,-2.0,0.0
464291,4.0,0.0,4.0,0.0
464837,0.0,1.0,-1.0,0.0
464850,1.0,0.0,1.0,
465047,0.0,2.0,-2.0,
465050,1.0,0.0,1.0,0.0
465068,0.0,2.0,-2.0,0.0
465239,0.0,2.0,-2.0,0.0
465363,0.0,1.0,-1.0,0.0
465393,2.0,0.0,2.0,0.0
465498,1.0,0.0,1.0,0.0
465739,0.0,1.0,-1.0,
465765,0.0,1.0,-1.0,0.0
466106,1.0,2.0,-1.0,0.0
466205,0.0,1.0,-1.0,0.0
466221,0.0,1.0,-1.0,0.0
466403,1.0,2.0,-1.0,0.0
466519,0.0,1.0,-1.0,0.0
466628,0.0,1.0,-1.0,0.0
466648,2.0,0.0,2.0,
466674,1.0,0.0,1.0,
466757,0.0,1.0,-1.0,
466846,0.0,1.0,-1.0,0.0
466955,0.0,1.0,-1.0,0.0
467297,1.0,0.0,1.0,
467508,1.0,0.0,1.0,0.0
467513,1.0,0.0,1.0,0.0
467622,0.0,2.0,-2.0,0.0
467817,2.0,0.0,2.0,0.0
467847,0.0,1.0,-1.0,1.0
467963,1.0,1.0,0.0,0.0
468334,0.0,1.0,-1.0,0.0
468406,0.0,1.0,-1.0,1.0
468412,0.0,1.0,-1.0,0.0
468622,0.0,1.0,-1.0,
468683,0.0,1.0,-1.0,
468786,1.0,0.0,1.0,
468903,0.0,1.0,-1.0,0.0
468928,1.0,0.0,1.0,0.0
469007,0.0,2.0,-2.0,
469040,0.0,1.0,-1.0,0.0
469044,1.0,1.0,0.0,0.0
469135,0.0,2.0,-2.0,
469189,0.0,1.0,-1.0,0.0
469503,0.0,1.0,-1.0,0.0
469584,0.0,1.0,-1.0,0.0
469660,1.0,0.0,1.0,
469700,1.0,0.0,1.0,0.0
469718,0.0,2.0,-2.0,0.0
469868,1.0,0.0,1.0,0.0
470006,0.0,1.0,-1.0,
470083,1.0,0.0,1.0,
470149,1.0,0.0,1.0,
470313,1.0,0.0,1.0,0.0
470436,1.0,0.0,1.0,0.0
470480,1.0,0.0,1.0,0.0
470587,1.0,0.0,1.0,0.0
470723,2.0,0.0,2.0,0.0
470754,1.0,0.0,1.0,0.0
470871,0.0,1.0,-1.0,0.0
470983,1.0,0.0,1.0,0.0
471015,0.0,1.0,-1.0,
471054,0.0,1.0,-1.0,0.0
471111,0.0,1.0,-1.0,0.0
471120,1.0,0.0,1.0,
471304,0.0,1.0,-1.0,0.0
471372,1.0,0.0,1.0,0.0
471379,0.0,1.0,-1.0,0.0
471485,0.0,1.0,-1.0,0.0
471517,0.0,1.0,-1.0,0.0
471644,0.0,2.0,-2.0,0.0
471833,1.0,0.0,1.0,0.0
471885,2.0,1.0,1.0,0.0
472058,1.0,0.0,1.0,0.0
472168,1.0,0.0,1.0,0.0
472634,1.0,0.0,1.0,0.0
472771,2.0,1.0,1.0,
472899,1.0,0.0,1.0,0.0
472964,1.0,0.0,1.0,0.0
473148,0.0,1.0,-1.0,0.0
473193,2.0,0.0,2.0,0.0
473302,0.0,1.0,-1.0,0.0
473364,2.0,0.0,2.0,
473422,0.0,2.0,-2.0,0.0
473426,1.0,0.0,1.0,
473437,0.0,1.0,-1.0,0.0
473484,0.0,1.0,-1.0,0.0
473543,0.0,3.0,-3.0,0.0
473979,1.0,0.0,1.0,0.0
474096,1.0,0.0,1.0,0.0
474166,0.0,1.0,-1.0,
474345,2.0,0.0,2.0,0.0
474646,0.0,1.0,-1.0,0.0
474883,0.0,1.0,-1.0,0.0
475082,0.0,1.0,-1.0,
475330,1.0,0.0,1.0,0.0
475502,0.0,1.0,-1.0,0.0
475533,0.0,1.0,-1.0,0.0
475689,0.0,1.0,-1.0,0.0
475796,0.0,1.0,-1.0,
475800,1.0,0.0,1.0,0.0
476026,1.0,0.0,1.0,
476698,1.0,0.0,1.0,0.0
476719,0.0,1.0,-1.0,0.0
476803,1.0,0.0,1.0,0.0
477419,1.0,1.0,0.0,
477519,0.0,1.0,-1.0,0.0
477802,0.0,1.0,-1.0,0.0
477827,1.0,0.0,1.0,
477992,1.0,0.0,1.0,0.0
478068,1.0,0.0,1.0,0.0
478278,0.0,2.0,-2.0,0.0
478281,1.0,0.0,1.0,0.0
478382,0.0,2.0,-2.0,0.0
478493,0.0,3.0,-3.0,
478529,1.0,0.0,1.0,0.0
478801,2.0,0.0,2.0,0.0
478815,0.0,2.0,-2.0,0.0
478935,0.0,1.0,-1.0,0.0
478937,1.0,0.0,1.0,0.0
478984,1.0,0.0,1.0,0.0
479115,2.0,0.0,2.0,0.0
479116,1.0,0.0,1.0,0.0
479273,2.0,1.0,1.0,0.0
479533,0.0,1.0,-1.0,
479535,0.0,2.0,-2.0,0.0
479715,1.0,1.0,0.0,0.0
479744,1.0,0.0,1.0,0.0
479865,1.0,0.0,1.0,0.0
480106,3.0,0.0,3.0,
480247,0.0,1.0,-1.0,0.0
480322,1.0,1.0,0.0,0.0
480431,0.0,1.0,-1.0,0.0
480432,1.0,0.0,1.0,0.0
480535,2.0,1.0,1.0,0.0
480625,1.0,0.0,1.0,0.0
480713,0.0,1.0,-1.0,0.0
480764,0.0,1.0,-1.0,0.0
480838,0.0,3.0,-3.0,
480841,4.0,1.0,3.0,0.0
480847,0.0,1.0,-1.0,
480926,0.0,2.0,-2.0,0.0
480938,1.0,0.0,1.0,0.0
480956,1.0,1.0,0.0,0.0
481194,5.0,1.0,4.0,0.0
481305,2.0,0.0,2.0,0.0
481387,1.0,0.0,1.0,0.0
481659,1.0,1.0,0.0,0.0
481710,0.0,1.0,-1.0,
481818,0.0,1.0,-1.0,
481858,3.0,0.0,3.0,
481930,1.0,0.0,1.0,
482060,1.0,1.0,0.0,
482080,2.0,0.0,2.0,0.0
482085,0.0,1.0,-1.0,0.0
482155,0.0,1.0,-1.0,
482365,3.0,6.0,-3.0,0.0
482388,0.0,1.0,-1.0,0.0
482524,1.0,0.0,1.0,0.0
482582,1.0,1.0,0.0,0.0
482868,0.0,1.0,-1.0,0.0
483077,0.0,1.0,-1.0,0.0
483149,0.0,1.0,-1.0,0.0
483218,1.0,0.0,1.0,0.0
483262,0.0,1.0,-1.0,0.0
483353,1.0,0.0,1.0,0.0
483535,0.0,1.0,-1.0,0.0
483773,0.0,1.0,-1.0,0.0
483826,1.0,0.0,1.0,0.0
483896,0.0,1.0,-1.0,0.0
483958,0.0,1.0,-1.0,0.0
483985,1.0,0.0,1.0,0.0
484158,0.0,1.0,-1.0,0.0
484246,0.0,1.0,-1.0,
484417,1.0,0.0,1.0,0.0
484466,3.0,1.0,2.0,0.0
484497,1.0,0.0,1.0,0.0
484532,0.0,2.0,-2.0,
484672,1.0,0.0,1.0,0.0
484851,0.0,1.0,-1.0,0.0
484871,0.0,1.0,-1.0,0.0
485245,1.0,0.0,1.0,1.0
485351,0.0,1.0,-1.0,0.0
485370,21.0,11.0,10.0,0.0
485471,0.0,33.0,-33.0,0.0
485476,0.0,1.0,-1.0,
485550,0.0,4.0,-4.0,0.0
485580,1.0,0.0,1.0,0.0
485590,0.0,1.0,-1.0,0.0
485624,4.0,0.0,4.0,0.0
485643,1.0,0.0,1.0,0.0
485665,1.0,0.0,1.0,0.0
485672,1.0,0.0,1.0,0.0
485684,0.0,1.0,-1.0,0.0
485802,1.0,0.0,1.0,0.0
485817,2.0,0.0,2.0,0.0
486026,0.0,1.0,-1.0,0.0
486246,0.0,1.0,-1.0,
486327,0.0,1.0,-1.0,
486385,1.0,0.0,1.0,
486564,1.0,2.0,-1.0,0.0
486652,1.0,0.0,1.0,0.0
486722,2.0,0.0,2.0,0.0
486983,0.0,1.0,-1.0,0.0
487000,1.0,0.0,1.0,0.0
487294,0.0,1.0,-1.0,0.0
487509,0.0,2.0,-2.0,
487583,0.0,1.0,-1.0,0.0
487680,1.0,0.0,1.0,0.0
487728,1.0,0.0,1.0,0.0
487933,2.0,2.0,0.0,
488315,0.0,1.0,-1.0,
488389,0.0,1.0,-1.0,0.0
488696,5.0,2.0,3.0,
488759,0.0,1.0,-1.0,0.0
489080,5.0,16.0,-11.0,
489100,1.0,0.0,1.0,
489170,1.0,0.0,1.0,0.0
489253,0.0,1.0,-1.0,0.0
489276,0.0,1.0,-1.0,0.0
489680,1.0,0.0,1.0,
489700,0.0,1.0,-1.0,0.0
489774,0.0,1.0,-1.0,
489940,0.0,3.0,-3.0,
489956,0.0,1.0,-1.0,0.0
490233,1.0,0.0,1.0,0.0
490360,1.0,0.0,1.0,0.0
490437,0.0,1.0,-1.0,0.0
490460,2.0,0.0,2.0,0.0
490737,6.0,0.0,6.0,0.0
490971,1.0,0.0,1.0,0.0
491019,1.0,0.0,1.0,
491030,0.0,1.0,-1.0,0.0
491124,1.0,0.0,1.0,0.0
491537,1.0,0.0,1.0,0.0
491663,0.0,1.0,-1.0,
491884,2.0,2.0,0.0,0.0
491979,1.0,0.0,1.0,0.0
492187,1.0,1.0,0.0,0.0
492271,0.0,1.0,-1.0,0.0
492460,1.0,0.0,1.0,0.0
492539,2.0,0.0,2.0,
492547,4.0,0.0,4.0,
492694,0.0,1.0,-1.0,0.0
492877,1.0,2.0,-1.0,0.0
493021,1.0,0.0,1.0,0.0
493039,0.0,1.0,-1.0,
493248,1.0,0.0,1.0,
493352,1.0,0.0,1.0,0.0
493431,1.0,1.0,0.0,0.0
493476,1.0,0.0,1.0,
493591,0.0,1.0,-1.0,0.0
493885,0.0,2.0,-2.0,0.0
494054,1.0,0.0,1.0,
494142,0.0,2.0,-2.0,0.0
494282,2.0,0.0,2.0,0.0
494340,1.0,0.0,1.0,0.0
494380,1.0,0.0,1.0,
494413,0.0,1.0,-1.0,
494468,1.0,0.0,1.0,
494522,3.0,0.0,3.0,
494622,0.0,1.0,-1.0,0.0
494650,0.0,1.0,-1.0,0.0
494827,1.0,0.0,1.0,0.0
494885,0.0,2.0,-2.0,0.0
494983,0.0,3.0,-3.0,0.0
494984,1.0,0.0,1.0,0.0
494989,0.0,1.0,-1.0,
495112,1.0,0.0,1.0,0.0
495264,0.0,1.0,-1.0,0.0
495329,1.0,0.0,1.0,0.0
495551,0.0,1.0,-1.0,0.0
495558,1.0,1.0,0.0,
495611,1.0,0.0,1.0,0.0
495628,1.0,0.0,1.0,0.0
495665,1.0,0.0,1.0,0.0
495842,1.0,0.0,1.0,
495849,1.0,0.0,1.0,
496131,1.0,0.0,1.0,
496276,0.0,1.0,-1.0,0.0
496366,0.0,1.0,-1.0,
496689,0.0,1.0,-1.0,0.0
496848,1.0,0.0,1.0,0.0
496881,2.0,0.0,2.0,0.0
496948,0.0,1.0,-1.0,0.0
496998,0.0,2.0,-2.0,0.0
497053,0.0,2.0,-2.0,0.0
497203,0.0,1.0,-1.0,
497366,1.0,0.0,1.0,0.0
497375,0.0,1.0,-1.0,0.0
497633,1.0,0.0,1.0,0.0
497639,0.0,1.0,-1.0,0.0
497810,0.0,1.0,-1.0,0.0
497870,0.0,1.0,-1.0,
498209,1.0,0.0,1.0,0.0
498281,0.0,2.0,-2.0,0.0
498317,0.0,1.0,-1.0,0.0
498428,1.0,2.0,-1.0,0.0
498430,1.0,1.0,0.0,0.0
498623,0.0,1.0,-1.0,0.0
498628,0.0,1.0,-1.0,0.0
498655,0.0,1.0,-1.0,0.0
498924,1.0,1.0,0.0,
499002,1.0,1.0,0.0,0.0
499250,1.0,0.0,1.0,0.0
499314,1.0,0.0,1.0,0.0
499500,1.0,0.0,1.0,0.0
499592,1.0,0.0,1.0,0.0
499736,3.0,0.0,3.0,0.0
499903,0.0,1.0,-1.0,0.0
500131,1.0,2.0,-1.0,0.0
500440,2.0,0.0,2.0,
500718,0.0,1.0,-1.0,0.0
500899,2.0,0.0,2.0,0.0
500955,0.0,1.0,-1.0,0.0
501060,2.0,0.0,2.0,0.0
501395,1.0,0.0,1.0,0.0
502101,1.0,0.0,1.0,
502110,0.0,1.0,-1.0,0.0
502197,0.0,1.0,-1.0,
502359,0.0,1.0,-1.0,0.0
502417,0.0,1.0,-1.0,0.0
502482,1.0,0.0,1.0,0.0
502486,0.0,1.0,-1.0,
502656,2.0,0.0,2.0,
502924,1.0,0.0,1.0,0.0
502925,1.0,1.0,0.0,0.0
502943,0.0,1.0,-1.0,1.0
503102,1.0,0.0,1.0,0.0
503116,1.0,0.0,1.0,0.0
503529,2.0,0.0,2.0,
504043,0.0,1.0,-1.0,0.0
504108,0.0,1.0,-1.0,0.0
504159,0.0,1.0,-1.0,0.0
504416,1.0,0.0,1.0,0.0
504473,1.0,1.0,0.0,
504718,0.0,1.0,-1.0,
504744,1.0,0.0,1.0,0.0
505205,1.0,0.0,1.0,0.0
505274,1.0,0.0,1.0,0.0
505312,1.0,0.0,1.0,0.0
505626,2.0,0.0,2.0,0.0
505821,0.0,1.0,-1.0,0.0
505942,0.0,2.0,-2.0,0.0
505989,0.0,3.0,-3.0,0.0
506436,1.0,0.0,1.0,
506624,2.0,0.0,2.0,
506805,1.0,0.0,1.0,0.0
507074,1.0,0.0,1.0,1.0
507183,0.0,2.0,-2.0,
507802,1.0,1.0,0.0,0.0
507870,0.0,2.0,-2.0,0.0
508082,1.0,1.0,0.0,0.0
508119,0.0,3.0,-3.0,0.0
508283,2.0,0.0,2.0,0.0
508310,0.0,1.0,-1.0,0.0
508377,1.0,0.0,1.0,0.0
508450,0.0,1.0,-1.0,0.0
508532,0.0,1.0,-1.0,0.0
508627,1.0,0.0,1.0,0.0
508635,1.0,0.0,1.0,
508708,0.0,1.0,-1.0,0.0
508723,3.0,1.0,2.0,0.0
508872,2.0,0.0,2.0,0.0
509096,2.0,0.0,2.0,0.0
509144,1.0,0.0,1.0,
509292,1.0,1.0,0.0,0.0
509522,0.0,1.0,-1.0,0.0
509722,0.0,1.0,-1.0,
509889,38.0,1.0,37.0,
510562,1.0,0.0,1.0,
510564,3.0,0.0,3.0,
510651,0.0,1.0,-1.0,0.0
510822,0.0,3.0,-3.0,
510998,0.0,1.0,-1.0,
511103,0.0,1.0,-1.0,0.0
511139,0.0,1.0,-1.0,0.0
511376,1.0,0.0,1.0,
511627,0.0,1.0,-1.0,
511833,1.0,0.0,1.0,0.0
512151,0.0,2.0,-2.0,
512258,2.0,0.0,2.0,
512578,0.0,1.0,-1.0,0.0
512598,0.0,2.0,-2.0,0.0
513061,0.0,2.0,-2.0,0.0
513062,0.0,1.0,-1.0,0.0
513076,0.0,1.0,-1.0,0.0
513270,0.0,1.0,-1.0,
513761,0.0,1.0,-1.0,0.0
514261,0.0,1.0,-1.0,
